"id","displaypath","source","status","grouping","parent_grouping","description","top_5","downtime_calc"
4383,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm60,Down,Crane_7,ASRS,Main contactor not activated/EXTERNAL Emergency stop,Y, 
4384,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm148,Down,Crane_7,ASRS,"Error on motor/control, fork 1",Y, 
4385,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm149,Down,Crane_7,ASRS,"Error on motor/control, fork 1",Y, 
4386,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm144,Down,Crane_7,ASRS,"Error on motor/control, fork 1",Y, 
4387,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm145,Down,Crane_7,ASRS,"Error on motor/control, fork 1",Y, 
4388,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm146,Down,Crane_7,ASRS,"Error on motor/control, fork 1",Y, 
4389,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm147,Down,Crane_7,ASRS,"Error on motor/control, fork 1",Y, 
4390,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm151,Down,Crane_7,ASRS,"Error on motor/control, fork 2",Y, 
4391,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm152,Down,Crane_7,ASRS,"Error on motor/control, fork 2",Y, 
4392,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm153,Down,Crane_7,ASRS,"Error on motor/control, fork 2",Y, 
4393,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm154,Down,Crane_7,ASRS,"Error on motor/control, fork 2",Y, 
4394,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm150,Down,Crane_7,ASRS,"Error on motor/control, fork 2",Y, 
4395,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm69,Down,Crane_7,ASRS,Customer specific error #69,Y, 
4396,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm65,Down,Crane_7,ASRS,Customer specific error #65,Y, 
4397,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm66,Down,Crane_7,ASRS,Customer specific error #66,Y, 
4398,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm67,Down,Crane_7,ASRS,Customer specific error #67,Y, 
4399,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane7_Alarm/Error_Status:/alm:Alarm68,Down,Crane_7,ASRS,Customer specific error #68,Y, 
4400,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm30,Down,Crane_3,ASRS,"Load on crane, fork at end position, fork 2",Y, 
4401,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm31,Down,Crane_3,ASRS,"Search sensor, Y-axis false activation",Y, 
4402,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm111,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, left side",Y, 
4403,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm112,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, left side",Y, 
4404,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm120,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4405,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm121,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4406,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm36,Down,Crane_3,ASRS,Cabin roof / cabin door not closed // Cabin roof not down,Y, 
4407,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm37,Down,Crane_3,ASRS,Push-through protection error,Y, 
4408,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm38,Down,Crane_3,ASRS,Fieldbus error,Y, 
4409,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm39,Down,Crane_3,ASRS,Crane not allowed to leave transfer,Y, 
4410,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm32,Down,Crane_3,ASRS,RC laser motor timeout,Y, 
4411,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm33,Down,Crane_3,ASRS,Crane chain conveyor timeout,Y, 
4412,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm34,Down,Crane_3,ASRS,Reference search failure,Y, 
4413,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm35,Down,Crane_3,ASRS,Safety Brake System (SBS) failure,Y, 
4414,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm40,Down,Crane_3,ASRS,Forks not in centre,Y, 
4415,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm41,Down,Crane_3,ASRS,Electronic withdraw function,Y, 
4416,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm42,Down,Crane_3,ASRS,Customer specific error #42,Y, 
4417,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm126,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4418,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm127,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4419,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm128,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4420,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm129,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4421,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm122,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4422,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm123,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4423,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm124,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4424,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm125,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4425,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm130,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4426,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm131,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4427,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm132,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4428,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm47,Down,Crane_3,ASRS,Profile check error,Y, 
4429,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm48,Down,Crane_3,ASRS,Customer specific error #48,Y, 
4430,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm49,Down,Crane_3,ASRS,Customer specific error #49,Y, 
4431,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm43,Down,Crane_3,ASRS,Customer specific error #43,Y, 
4432,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm44,Down,Crane_3,ASRS,Customer specific error #44,Y, 
4433,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm45,Down,Crane_3,ASRS,Customer specific error #45,Y, 
4434,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm46,Down,Crane_3,ASRS,Serious temperature error in electrical panel,Y, 
4435,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm18,Down,Crane_3,ASRS,Underload,Y, 
4436,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm19,Down,Crane_3,ASRS,"Sensor error, load overhang, right side",Y, 
4437,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm14,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4438,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm15,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4439,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm16,Down,Crane_3,ASRS,Main contactor not activated/Emergency stop,Y, 
4440,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm17,Down,Crane_3,ASRS,Overload,Y, 
4441,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm98,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4442,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm11,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, left side",Y, 
4443,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm99,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4444,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm12,Down,Crane_3,ASRS,"Error on motor/control, drive",Y, 
4445,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm13,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4446,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm20,Down,Crane_3,ASRS,"Sensor error, load overhang, left side",Y, 
4447,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm108,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4448,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm109,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4449,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm104,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4450,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm105,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4451,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm106,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4452,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm107,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4453,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm100,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4454,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm101,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4455,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm102,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4456,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm103,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, right side",Y, 
4457,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm110,Down,Crane_3,ASRS,"Long-time load overhang/Forks not in centre, left side",Y, 
4458,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm29,Down,Crane_3,ASRS,"Load on crane, fork at end position, fork 1",Y, 
4459,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm25,Down,Crane_3,ASRS,"Error on positioning encoder, fork 1",Y, 
4460,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm26,Down,Crane_3,ASRS,"Error on positioning encoder, fork 2",Y, 
4461,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm27,Down,Crane_3,ASRS,"Positioning failure, fork 1",Y, 
4462,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm28,Down,Crane_3,ASRS,"Positioning failure, fork 2",Y, 
4463,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm21,Down,Crane_3,ASRS,Max free-lift distance exceeded,Y, 
4464,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm22,Down,Crane_3,ASRS,"Error on speed control, fall brake",Y, 
4465,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm23,Down,Crane_3,ASRS,"Error on positioning encoder, drive",Y, 
4466,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm24,Down,Crane_3,ASRS,"Error on positioning encoder, lift",Y, 
4467,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm72,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4468,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm73,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4469,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm74,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4470,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm75,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4471,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm70,Down,Crane_3,ASRS,Supercaps low voltage,Y, 
4472,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm71,Down,Crane_3,ASRS,LHD Timeout lifting device,Y, 
4473,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm155,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4474,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm156,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4475,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm76,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4476,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm77,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4477,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm78,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4478,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm79,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4479,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm80,Down,Crane_3,ASRS,"Timeout, BOX - Host",Y, 
4480,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm50,Down,Crane_3,ASRS,Transfer not correct loaded,Y, 
4481,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm51,Down,Crane_3,ASRS,Transfer sensor supervision,Y, 
4482,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm52,Down,Crane_3,ASRS,"Timeout locking device, transfer",Y, 
4483,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm53,Down,Crane_3,ASRS,"Reference search failure, transfer",Y, 
4484,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm137,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4485,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm138,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4486,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm139,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4487,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm133,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4488,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm134,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4489,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm135,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4490,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm136,Down,Crane_3,ASRS,"Error on motor/control, lift",Y, 
4491,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm140,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4492,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm141,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4493,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm142,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4494,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm143,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4495,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm58,Down,Crane_3,ASRS,"Error on positioning encoder, transfer",Y, 
4496,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm59,Down,Crane_3,ASRS,Hydraulic unit error,Y, 
4497,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm54,Down,Crane_3,ASRS,"Positioning failure, transfer",Y, 
4498,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm55,Down,Crane_3,ASRS,"Error on motor/control, transfer",Y, 
4499,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm56,Down,Crane_3,ASRS,"Main contactor not activated/Emergency stop, transfer",Y, 
4500,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm57,Down,Crane_3,ASRS,"Buffer error, transfer",Y, 
4501,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm61,Down,Crane_3,ASRS,Error on additional control device,Y, 
4502,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm62,Down,Crane_3,ASRS,Sensor Error,Y, 
4503,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm63,Down,Crane_3,ASRS,Customer specific error #63,Y, 
4504,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm64,Down,Crane_3,ASRS,Customer specific error #64,Y, 
4505,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm60,Down,Crane_3,ASRS,Main contactor not activated/EXTERNAL Emergency stop,Y, 
4506,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm148,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4507,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm149,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4508,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm144,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4509,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm145,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4510,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm146,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4511,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm147,Down,Crane_3,ASRS,"Error on motor/control, fork 1",Y, 
4512,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm151,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4513,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm152,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4514,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm153,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4515,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm154,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4516,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm150,Down,Crane_3,ASRS,"Error on motor/control, fork 2",Y, 
4517,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm69,Down,Crane_3,ASRS,Customer specific error #69,Y, 
4518,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm65,Down,Crane_3,ASRS,Customer specific error #65,Y, 
4519,Error_StatusError,prov:default:/tag:L2/ASRS/Cranes/Alarm/Alarm/Crane3_Alarm/Error_Status:/alm:Alarm66,Down,Crane_3,ASRS,Customer specific error #66,Y, 
